province,month,type,p_esta,m_esta
กาญจนบุรี,เมษายน,L,0,0.0
กาญจนบุรี,พฤษภาคม,S,0,0.0
กาญจนบุรี,พฤษภาคม,M,0,0.0
กาญจนบุรี,พฤษภาคม,L,0,0.0
กาญจนบุรี,มิถุนายน,S,0,0.0
กาญจนบุรี,มิถุนายน,M,0,0.0
กาญจนบุรี,มิถุนายน,L,0,0.0
กาญจนบุรี,กรกฎาคม,S,0,0.0
กาญจนบุรี,กรกฎาคม,M,0,0.0
กาญจนบุรี,กรกฎาคม,L,0,0.0
กาญจนบุรี,สิงหาคม,S,0,0.0
กาญจนบุรี,สิงหาคม,M,0,0.0
กาญจนบุรี,สิงหาคม,L,0,0.0
กาญจนบุรี,กันยายน,S,0,0.0
กาญจนบุรี,กันยายน,M,0,0.0
กาญจนบุรี,กันยายน,L,0,0.0
กาญจนบุรี,ตุลาคม,S,0,0.0
กาญจนบุรี,ตุลาคม,M,0,0.0
กาญจนบุรี,ตุลาคม,L,0,0.0
กาญจนบุรี,พฤศจิกายน,S,0,0.0
กาญจนบุรี,พฤศจิกายน,M,0,0.0
กาญจนบุรี,พฤศจิกายน,L,0,0.0
กาญจนบุรี,ธันวาคม,S,0,0.0
กาญจนบุรี,ธันวาคม,M,0,0.0
กาญจนบุรี,ธันวาคม,L,0,0.0
ประจวบคีรีขันธ์,มกราคม,S,64,107.3
ประจวบคีรีขันธ์,มกราคม,M,0,0.0
ประจวบคีรีขันธ์,มกราคม,L,0,0.0
ประจวบคีรีขันธ์,กุมภาพันธ์,S,72,122.035
ประจวบคีรีขันธ์,กุมภาพันธ์,M,0,0.0
ประจวบคีรีขันธ์,กุมภาพันธ์,L,0,0.0
ประจวบคีรีขันธ์,มีนาคม,S,47,72.74
ประจวบคีรีขันธ์,มีนาคม,M,0,0.0
ประจวบคีรีขันธ์,มีนาคม,L,0,0.0
ประจวบคีรีขันธ์,เมษายน,S,46,85.41
ประจวบคีรีขันธ์,เมษายน,M,0,0.0
ประจวบคีรีขันธ์,เมษายน,L,0,0.0
ประจวบคีรีขันธ์,พฤษภาคม,S,0,0.0
ประจวบคีรีขันธ์,พฤษภาคม,M,0,0.0
ประจวบคีรีขันธ์,พฤษภาคม,L,0,0.0
ประจวบคีรีขันธ์,มิถุนายน,S,0,0.0
ประจวบคีรีขันธ์,มิถุนายน,M,0,0.0
ประจวบคีรีขันธ์,มิถุนายน,L,0,0.0
ประจวบคีรีขันธ์,กรกฎาคม,S,0,0.0
ประจวบคีรีขันธ์,กรกฎาคม,M,0,0.0
ประจวบคีรีขันธ์,กรกฎาคม,L,0,0.0
ประจวบคีรีขันธ์,สิงหาคม,S,0,0.0
ประจวบคีรีขันธ์,สิงหาคม,M,0,0.0
ประจวบคีรีขันธ์,สิงหาคม,L,0,0.0
ประจวบคีรีขันธ์,กันยายน,S,0,0.0
ประจวบคีรีขันธ์,กันยายน,M,0,0.0
ประจวบคีรีขันธ์,กันยายน,L,0,0.0
ประจวบคีรีขันธ์,ตุลาคม,S,0,0.0
ประจวบคีรีขันธ์,ตุลาคม,M,0,0.0
ประจวบคีรีขันธ์,ตุลาคม,L,0,0.0
ประจวบคีรีขันธ์,พฤศจิกายน,S,0,0.0
ประจวบคีรีขันธ์,พฤศจิกายน,M,0,0.0
ประจวบคีรีขันธ์,พฤศจิกายน,L,0,0.0
ประจวบคีรีขันธ์,ธันวาคม,S,0,0.0
ประจวบคีรีขันธ์,ธันวาคม,M,0,0.0
ประจวบคีรีขันธ์,ธันวาคม,L,0,0.0
เพชรบุรี,มกราคม,S,34,30.113
เพชรบุรี,มกราคม,M,1,170.0
เพชรบุรี,มกราคม,L,0,0.0
เพชรบุรี,กุมภาพันธ์,S,24,38.52
เพชรบุรี,กุมภาพันธ์,M,0,0.0
เพชรบุรี,กุมภาพันธ์,L,0,0.0
เพชรบุรี,มีนาคม,S,31,56.7
เพชรบุรี,มีนาคม,M,0,0.0
เพชรบุรี,มีนาคม,L,0,0.0
เพชรบุรี,เมษายน,S,23,32.45
เพชรบุรี,เมษายน,M,0,0.0
เพชรบุรี,เมษายน,L,0,0.0
เพชรบุรี,พฤษภาคม,S,0,0.0
เพชรบุรี,พฤษภาคม,M,0,0.0
เพชรบุรี,พฤษภาคม,L,0,0.0
เพชรบุรี,มิถุนายน,S,0,0.0
เพชรบุรี,มิถุนายน,M,0,0.0
เพชรบุรี,มิถุนายน,L,0,0.0
เพชรบุรี,กรกฎาคม,S,0,0.0
เพชรบุรี,กรกฎาคม,M,0,0.0
เพชรบุรี,กรกฎาคม,L,0,0.0
เพชรบุรี,สิงหาคม,S,0,0.0
เพชรบุรี,สิงหาคม,M,0,0.0
เพชรบุรี,สิงหาคม,L,0,0.0
เพชรบุรี,กันยายน,S,0,0.0
เพชรบุรี,กันยายน,M,0,0.0
เพชรบุรี,กันยายน,L,0,0.0
เพชรบุรี,ตุลาคม,S,0,0.0
เพชรบุรี,ตุลาคม,M,0,0.0
เพชรบุรี,ตุลาคม,L,0,0.0
เพชรบุรี,พฤศจิกายน,S,0,0.0
เพชรบุรี,พฤศจิกายน,M,0,0.0
เพชรบุรี,พฤศจิกายน,L,0,0.0
เพชรบุรี,ธันวาคม,S,0,0.0
เพชรบุรี,ธันวาคม,M,0,0.0
เพชรบุรี,ธันวาคม,L,0,0.0
ราชบุรี,มกราคม,S,75,138.6
ราชบุรี,มกราคม,M,0,0.0
ราชบุรี,มกราคม,L,0,0.0
ราชบุรี,กุมภาพันธ์,S,43,45.350005
ราชบุรี,กุมภาพันธ์,M,0,0.0
ราชบุรี,กุมภาพันธ์,L,0,0.0
ราชบุรี,มีนาคม,S,56,100.15
ราชบุรี,มีนาคม,M,0,0.0
ราชบุรี,มีนาคม,L,0,0.0
ราชบุรี,เมษายน,S,72,100.15
ราชบุรี,เมษายน,M,0,0.0
ราชบุรี,เมษายน,L,0,0.0
ราชบุรี,พฤษภาคม,S,0,0.0
ราชบุรี,พฤษภาคม,M,0,0.0
ราชบุรี,พฤษภาคม,L,0,0.0
ราชบุรี,มิถุนายน,S,0,0.0
ราชบุรี,มิถุนายน,M,0,0.0
ราชบุรี,มิถุนายน,L,0,0.0
ราชบุรี,กรกฎาคม,S,0,0.0
ราชบุรี,กรกฎาคม,M,0,0.0
ราชบุรี,กรกฎาคม,L,0,0.0
ราชบุรี,สิงหาคม,S,0,0.0
ราชบุรี,สิงหาคม,M,0,0.0
ราชบุรี,สิงหาคม,L,0,0.0
ราชบุรี,กันยายน,S,0,0.0
ราชบุรี,กันยายน,M,0,0.0
ราชบุรี,กันยายน,L,0,0.0
ราชบุรี,ตุลาคม,S,0,0.0
ราชบุรี,ตุลาคม,M,0,0.0
ราชบุรี,ตุลาคม,L,0,0.0
ราชบุรี,พฤศจิกายน,S,0,0.0
ราชบุรี,พฤศจิกายน,M,0,0.0
ราชบุรี,พฤศจิกายน,L,0,0.0
ราชบุรี,ธันวาคม,S,0,0.0
ราชบุรี,ธันวาคม,M,0,0.0
ราชบุรี,ธันวาคม,L,0,0.0
สมุทรสงคราม,มกราคม,S,12,16.1
สมุทรสงคราม,มกราคม,M,0,0.0
สมุทรสงคราม,มกราคม,L,0,0.0
สมุทรสงคราม,กุมภาพันธ์,S,7,16.3
สมุทรสงคราม,กุมภาพันธ์,M,0,0.0
สมุทรสงคราม,กุมภาพันธ์,L,0,0.0
สมุทรสงคราม,มีนาคม,S,10,11.0
สมุทรสงคราม,มีนาคม,M,0,0.0
สมุทรสงคราม,มีนาคม,L,0,0.0
สมุทรสงคราม,เมษายน,S,8,14.8
สมุทรสงคราม,เมษายน,M,0,0.0
สมุทรสงคราม,เมษายน,L,0,0.0
สมุทรสงคราม,พฤษภาคม,S,0,0.0
สมุทรสงคราม,พฤษภาคม,M,0,0.0
สมุทรสงคราม,พฤษภาคม,L,0,0.0
สมุทรสงคราม,มิถุนายน,S,0,0.0
สมุทรสงคราม,มิถุนายน,M,0,0.0
สมุทรสงคราม,มิถุนายน,L,0,0.0
สมุทรสงคราม,กรกฎาคม,S,0,0.0
สมุทรสงคราม,กรกฎาคม,M,0,0.0
สมุทรสงคราม,กรกฎาคม,L,0,0.0
สมุทรสงคราม,สิงหาคม,S,0,0.0
สมุทรสงคราม,สิงหาคม,M,0,0.0
สมุทรสงคราม,สิงหาคม,L,0,0.0
สมุทรสงคราม,กันยายน,S,0,0.0
สมุทรสงคราม,กันยายน,M,0,0.0
สมุทรสงคราม,กันยายน,L,0,0.0
สมุทรสงคราม,ตุลาคม,S,0,0.0
สมุทรสงคราม,ตุลาคม,M,0,0.0
สมุทรสงคราม,ตุลาคม,L,0,0.0
สมุทรสงคราม,พฤศจิกายน,S,0,0.0
สมุทรสงคราม,พฤศจิกายน,M,0,0.0
สมุทรสงคราม,พฤศจิกายน,L,0,0.0
สมุทรสงคราม,ธันวาคม,S,0,0.0
สมุทรสงคราม,ธันวาคม,M,0,0.0
สมุทรสงคราม,ธันวาคม,L,0,0.0
สุพรรณบุรี,มกราคม,S,48,49.605
สุพรรณบุรี,มกราคม,M,0,0.0
สุพรรณบุรี,มกราคม,L,0,0.0
สุพรรณบุรี,กุมภาพันธ์,S,36,41.7
สุพรรณบุรี,กุมภาพันธ์,M,0,0.0
สุพรรณบุรี,กุมภาพันธ์,L,0,0.0
สุพรรณบุรี,มีนาคม,S,56,63.0
สุพรรณบุรี,มีนาคม,M,0,0.0
สุพรรณบุรี,มีนาคม,L,0,0.0
สุพรรณบุรี,เมษายน,S,37,53.613111
สุพรรณบุรี,เมษายน,M,0,0.0
สุพรรณบุรี,เมษายน,L,0,0.0
สุพรรณบุรี,พฤษภาคม,S,0,0.0
สุพรรณบุรี,พฤษภาคม,M,0,0.0
สุพรรณบุรี,พฤษภาคม,L,0,0.0
สุพรรณบุรี,มิถุนายน,S,0,0.0
สุพรรณบุรี,มิถุนายน,M,0,0.0
สุพรรณบุรี,มิถุนายน,L,0,0.0
สุพรรณบุรี,กรกฎาคม,S,0,0.0
สุพรรณบุรี,กรกฎาคม,M,0,0.0
สุพรรณบุรี,กรกฎาคม,L,0,0.0
สุพรรณบุรี,สิงหาคม,S,0,0.0
สุพรรณบุรี,สิงหาคม,M,0,0.0
สุพรรณบุรี,สิงหาคม,L,0,0.0
สุพรรณบุรี,กันยายน,S,0,0.0
สุพรรณบุรี,กันยายน,M,0,0.0
สุพรรณบุรี,กันยายน,L,0,0.0
สุพรรณบุรี,ตุลาคม,S,0,0.0
สุพรรณบุรี,ตุลาคม,M,0,0.0
สุพรรณบุรี,ตุลาคม,L,0,0.0
สุพรรณบุรี,พฤศจิกายน,S,0,0.0
สุพรรณบุรี,พฤศจิกายน,M,0,0.0
สุพรรณบุรี,พฤศจิกายน,L,0,0.0
สุพรรณบุรี,ธันวาคม,S,0,0.0
สุพรรณบุรี,ธันวาคม,M,0,0.0
สุพรรณบุรี,ธันวาคม,L,0,0.0
จันทบุรี,มกราคม,S,34,67.9
จันทบุรี,มกราคม,M,0,0.0
จันทบุรี,มกราคม,L,0,0.0
จันทบุรี,กุมภาพันธ์,S,34,45.4
จันทบุรี,กุมภาพันธ์,M,0,0.0
จันทบุรี,กุมภาพันธ์,L,0,0.0
จันทบุรี,มีนาคม,S,43,95.2
จันทบุรี,มีนาคม,M,0,0.0
จันทบุรี,มีนาคม,L,0,0.0
จันทบุรี,เมษายน,S,41,75.1
จันทบุรี,เมษายน,M,0,0.0
จันทบุรี,เมษายน,L,0,0.0
จันทบุรี,พฤษภาคม,S,0,0.0
จันทบุรี,พฤษภาคม,M,0,0.0
จันทบุรี,พฤษภาคม,L,0,0.0
จันทบุรี,มิถุนายน,S,0,0.0
จันทบุรี,มิถุนายน,M,0,0.0
จันทบุรี,มิถุนายน,L,0,0.0
จันทบุรี,กรกฎาคม,S,0,0.0
จันทบุรี,กรกฎาคม,M,0,0.0
จันทบุรี,กรกฎาคม,L,0,0.0
จันทบุรี,สิงหาคม,S,0,0.0
จันทบุรี,สิงหาคม,M,0,0.0
จันทบุรี,สิงหาคม,L,0,0.0
จันทบุรี,กันยายน,S,0,0.0
จันทบุรี,กันยายน,M,0,0.0
จันทบุรี,กันยายน,L,0,0.0
จันทบุรี,ตุลาคม,S,0,0.0
จันทบุรี,ตุลาคม,M,0,0.0
จันทบุรี,ตุลาคม,L,0,0.0
จันทบุรี,พฤศจิกายน,S,0,0.0
จันทบุรี,พฤศจิกายน,M,0,0.0
จันทบุรี,พฤศจิกายน,L,0,0.0
จันทบุรี,ธันวาคม,S,0,0.0
จันทบุรี,ธันวาคม,M,0,0.0
จันทบุรี,ธันวาคม,L,0,0.0
ฉะเชิงเทรา,มกราคม,S,81,196.31
ฉะเชิงเทรา,มกราคม,M,0,0.0
ฉะเชิงเทรา,มกราคม,L,0,0.0
ฉะเชิงเทรา,กุมภาพันธ์,S,58,100.765
ฉะเชิงเทรา,กุมภาพันธ์,M,0,0.0
ฉะเชิงเทรา,กุมภาพันธ์,L,0,0.0
ฉะเชิงเทรา,มีนาคม,S,81,150.915
ฉะเชิงเทรา,มีนาคม,M,0,0.0
ฉะเชิงเทรา,มีนาคม,L,0,0.0
ฉะเชิงเทรา,เมษายน,S,54,85.85
ฉะเชิงเทรา,เมษายน,M,0,0.0
ฉะเชิงเทรา,เมษายน,L,0,0.0
ฉะเชิงเทรา,พฤษภาคม,S,0,0.0
ฉะเชิงเทรา,พฤษภาคม,M,0,0.0
ฉะเชิงเทรา,พฤษภาคม,L,0,0.0
ฉะเชิงเทรา,มิถุนายน,S,0,0.0
ฉะเชิงเทรา,มิถุนายน,M,0,0.0
ฉะเชิงเทรา,มิถุนายน,L,0,0.0
ฉะเชิงเทรา,กรกฎาคม,S,0,0.0
ฉะเชิงเทรา,กรกฎาคม,M,0,0.0
ฉะเชิงเทรา,กรกฎาคม,L,0,0.0
ฉะเชิงเทรา,สิงหาคม,S,0,0.0
ฉะเชิงเทรา,สิงหาคม,M,0,0.0
ฉะเชิงเทรา,สิงหาคม,L,0,0.0
ฉะเชิงเทรา,กันยายน,S,0,0.0
ฉะเชิงเทรา,กันยายน,M,0,0.0
ฉะเชิงเทรา,กันยายน,L,0,0.0
ฉะเชิงเทรา,ตุลาคม,S,0,0.0
ฉะเชิงเทรา,ตุลาคม,M,0,0.0
ฉะเชิงเทรา,ตุลาคม,L,0,0.0
ฉะเชิงเทรา,พฤศจิกายน,S,0,0.0
ฉะเชิงเทรา,พฤศจิกายน,M,0,0.0
ฉะเชิงเทรา,พฤศจิกายน,L,0,0.0
ฉะเชิงเทรา,ธันวาคม,S,0,0.0
ฉะเชิงเทรา,ธันวาคม,M,0,0.0
ฉะเชิงเทรา,ธันวาคม,L,0,0.0
ชลบุรี,มกราคม,S,705,1735.923
ชลบุรี,มกราคม,M,1,125.0
ชลบุรี,มกราคม,L,0,0.0
ชลบุรี,กุมภาพันธ์,S,548,1368.725
ชลบุรี,กุมภาพันธ์,M,1,60.0
ชลบุรี,กุมภาพันธ์,L,0,0.0
ชลบุรี,มีนาคม,S,664,1558.502
ชลบุรี,มีนาคม,M,0,0.0
ชลบุรี,มีนาคม,L,0,0.0
ชลบุรี,เมษายน,S,554,1468.9301
ชลบุรี,เมษายน,M,2,129.0
ชลบุรี,เมษายน,L,0,0.0
ชลบุรี,พฤษภาคม,S,0,0.0
ชลบุรี,พฤษภาคม,M,0,0.0
ชลบุรี,พฤษภาคม,L,0,0.0
ชลบุรี,มิถุนายน,S,0,0.0
ชลบุรี,มิถุนายน,M,0,0.0
ชลบุรี,มิถุนายน,L,0,0.0
ชลบุรี,กรกฎาคม,S,0,0.0
ชลบุรี,กรกฎาคม,M,0,0.0
ชลบุรี,กรกฎาคม,L,0,0.0
ชลบุรี,สิงหาคม,S,0,0.0
ชลบุรี,สิงหาคม,M,0,0.0
ชลบุรี,สิงหาคม,L,0,0.0
ชลบุรี,กันยายน,S,0,0.0
ชลบุรี,กันยายน,M,0,0.0
ชลบุรี,กันยายน,L,0,0.0
ชลบุรี,ตุลาคม,S,0,0.0
ชลบุรี,ตุลาคม,M,0,0.0
ชลบุรี,ตุลาคม,L,0,0.0
ชลบุรี,พฤศจิกายน,S,0,0.0
ชลบุรี,พฤศจิกายน,M,0,0.0
ชลบุรี,พฤศจิกายน,L,0,0.0
ชลบุรี,ธันวาคม,S,0,0.0
ชลบุรี,ธันวาคม,M,0,0.0
ชลบุรี,ธันวาคม,L,0,0.0
ตราด,มกราคม,S,4,10.7
ตราด,มกราคม,M,0,0.0
ตราด,มกราคม,L,0,0.0
ตราด,กุมภาพันธ์,S,14,26.2
ตราด,กุมภาพันธ์,M,0,0.0
ตราด,กุมภาพันธ์,L,0,0.0
ตราด,มีนาคม,S,7,7.15
ตราด,มีนาคม,M,0,0.0
ตราด,มีนาคม,L,0,0.0
ตราด,เมษายน,S,10,20.1
ตราด,เมษายน,M,0,0.0
ตราด,เมษายน,L,0,0.0
ตราด,พฤษภาคม,S,0,0.0
ตราด,พฤษภาคม,M,0,0.0
ตราด,พฤษภาคม,L,0,0.0
ตราด,มิถุนายน,S,0,0.0
ตราด,มิถุนายน,M,0,0.0
ตราด,มิถุนายน,L,0,0.0
ตราด,กรกฎาคม,S,0,0.0
ตราด,กรกฎาคม,M,0,0.0
ตราด,กรกฎาคม,L,0,0.0
ตราด,สิงหาคม,S,0,0.0
ตราด,สิงหาคม,M,0,0.0
ตราด,สิงหาคม,L,0,0.0
ตราด,กันยายน,S,0,0.0
ตราด,กันยายน,M,0,0.0
ตราด,กันยายน,L,0,0.0
ตราด,ตุลาคม,S,0,0.0
ตราด,ตุลาคม,M,0,0.0
ตราด,ตุลาคม,L,0,0.0
ตราด,พฤศจิกายน,S,0,0.0
ตราด,พฤศจิกายน,M,0,0.0
ตราด,พฤศจิกายน,L,0,0.0
ตราด,ธันวาคม,S,0,0.0
ตราด,ธันวาคม,M,0,0.0
ตราด,ธันวาคม,L,0,0.0
นครนายก,มกราคม,S,12,9.63
นครนายก,มกราคม,M,0,0.0
นครนายก,มกราคม,L,0,0.0
นครนายก,กุมภาพันธ์,S,13,16.8
นครนายก,กุมภาพันธ์,M,0,0.0
นครนายก,กุมภาพันธ์,L,0,0.0
นครนายก,มีนาคม,S,12,19.4
นครนายก,มีนาคม,M,0,0.0
นครนายก,มีนาคม,L,0,0.0
นครนายก,เมษายน,S,18,32.1
นครนายก,เมษายน,M,0,0.0
นครนายก,เมษายน,L,0,0.0
นครนายก,พฤษภาคม,S,0,0.0
นครนายก,พฤษภาคม,M,0,0.0
นครนายก,พฤษภาคม,L,0,0.0
นครนายก,มิถุนายน,S,0,0.0
นครนายก,มิถุนายน,M,0,0.0
นครนายก,มิถุนายน,L,0,0.0
นครนายก,กรกฎาคม,S,0,0.0
นครนายก,กรกฎาคม,M,0,0.0
นครนายก,กรกฎาคม,L,0,0.0
นครนายก,สิงหาคม,S,0,0.0
นครนายก,สิงหาคม,M,0,0.0
นครนายก,สิงหาคม,L,0,0.0
นครนายก,กันยายน,S,0,0.0
นครนายก,กันยายน,M,0,0.0
นครนายก,กันยายน,L,0,0.0
นครนายก,ตุลาคม,S,0,0.0
นครนายก,ตุลาคม,M,0,0.0
นครนายก,ตุลาคม,L,0,0.0
นครนายก,พฤศจิกายน,S,0,0.0
นครนายก,พฤศจิกายน,M,0,0.0
นครนายก,พฤศจิกายน,L,0,0.0
นครนายก,ธันวาคม,S,0,0.0
นครนายก,ธันวาคม,M,0,0.0
นครนายก,ธันวาคม,L,0,0.0
ปราจีนบุรี,มกราคม,S,51,148.565
ปราจีนบุรี,มกราคม,M,0,0.0
ปราจีนบุรี,มกราคม,L,0,0.0
ปราจีนบุรี,กุมภาพันธ์,S,42,64.27
ปราจีนบุรี,กุมภาพันธ์,M,0,0.0
ปราจีนบุรี,กุมภาพันธ์,L,0,0.0
ปราจีนบุรี,มีนาคม,S,35,54.09
ปราจีนบุรี,มีนาคม,M,1,100.5
ปราจีนบุรี,มีนาคม,L,0,0.0
ปราจีนบุรี,เมษายน,S,24,34.1
ปราจีนบุรี,เมษายน,M,0,0.0
ปราจีนบุรี,เมษายน,L,0,0.0
ปราจีนบุรี,พฤษภาคม,S,0,0.0
ปราจีนบุรี,พฤษภาคม,M,0,0.0
ปราจีนบุรี,พฤษภาคม,L,0,0.0
ปราจีนบุรี,มิถุนายน,S,0,0.0
ปราจีนบุรี,มิถุนายน,M,0,0.0
ปราจีนบุรี,มิถุนายน,L,0,0.0
ปราจีนบุรี,กรกฎาคม,S,0,0.0
ปราจีนบุรี,กรกฎาคม,M,0,0.0
ปราจีนบุรี,กรกฎาคม,L,0,0.0
ปราจีนบุรี,สิงหาคม,S,0,0.0
ปราจีนบุรี,สิงหาคม,M,0,0.0
ปราจีนบุรี,สิงหาคม,L,0,0.0
ปราจีนบุรี,กันยายน,S,0,0.0
ปราจีนบุรี,กันยายน,M,0,0.0
ปราจีนบุรี,กันยายน,L,0,0.0
ปราจีนบุรี,ตุลาคม,S,0,0.0
ปราจีนบุรี,ตุลาคม,M,0,0.0
ปราจีนบุรี,ตุลาคม,L,0,0.0
ปราจีนบุรี,พฤศจิกายน,S,0,0.0
ปราจีนบุรี,พฤศจิกายน,M,0,0.0
ปราจีนบุรี,พฤศจิกายน,L,0,0.0
ปราจีนบุรี,ธันวาคม,S,0,0.0
ปราจีนบุรี,ธันวาคม,M,0,0.0
ปราจีนบุรี,ธันวาคม,L,0,0.0
ระยอง,มกราคม,S,196,378.77
ระยอง,มกราคม,M,1,103.0
ระยอง,มกราคม,L,1,380.0
ระยอง,กุมภาพันธ์,S,152,315.36
ระยอง,กุมภาพันธ์,M,0,0.0
ระยอง,กุมภาพันธ์,L,0,0.0
ระยอง,มีนาคม,S,157,352.3025
ระยอง,มีนาคม,M,1,420.0
ระยอง,มีนาคม,L,0,0.0
ระยอง,เมษายน,S,149,303.46
ระยอง,เมษายน,M,1,158.85
ระยอง,เมษายน,L,0,0.0
ระยอง,พฤษภาคม,S,0,0.0
ระยอง,พฤษภาคม,M,0,0.0
ระยอง,พฤษภาคม,L,0,0.0
ระยอง,มิถุนายน,S,0,0.0
ระยอง,มิถุนายน,M,0,0.0
ระยอง,มิถุนายน,L,0,0.0
ระยอง,กรกฎาคม,S,0,0.0
ระยอง,กรกฎาคม,M,0,0.0
ระยอง,กรกฎาคม,L,0,0.0
ระยอง,สิงหาคม,S,0,0.0
ระยอง,สิงหาคม,M,0,0.0
ระยอง,สิงหาคม,L,0,0.0
ระยอง,กันยายน,S,0,0.0
ระยอง,กันยายน,M,0,0.0
ระยอง,กันยายน,L,0,0.0
ระยอง,ตุลาคม,S,0,0.0
ระยอง,ตุลาคม,M,0,0.0
ระยอง,ตุลาคม,L,0,0.0
